,C/A,UNIT,SCP,STATION,LINENAME,DATE,ENTRIES,EXITS,PREV_DATE,PREV_ENTRIES,PREV_EXITS,DIFF_ENTRIES,DIFF_EXITS
5371,H009,R235,00-03-04,BEDFORD AV,L,09/15/2019,11427275,2327253,09/14/2019,11427274.0,2327243.0,1.0,10.0
5372,H009,R235,00-03-04,BEDFORD AV,L,09/16/2019,11427276,2327253,09/15/2019,11427275.0,2327253.0,1.0,0.0
5373,H009,R235,00-03-04,BEDFORD AV,L,09/17/2019,11432937,2329042,09/16/2019,11427276.0,2327253.0,5661.0,1789.0
5374,H009,R235,00-03-04,BEDFORD AV,L,09/18/2019,11439107,2331034,09/17/2019,11432937.0,2329042.0,6170.0,1992.0
5375,H009,R235,00-03-04,BEDFORD AV,L,09/19/2019,11445200,2332841,09/18/2019,11439107.0,2331034.0,6093.0,1807.0
5376,H009,R235,00-03-04,BEDFORD AV,L,09/20/2019,11451565,2334622,09/19/2019,11445200.0,2332841.0,6365.0,1781.0
5378,H009,R235,00-06-00,BEDFORD AV,L,09/15/2019,160664,507039,09/14/2019,160664.0,507039.0,0.0,0.0
5379,H009,R235,00-06-00,BEDFORD AV,L,09/16/2019,160664,507039,09/15/2019,160664.0,507039.0,0.0,0.0
5380,H009,R235,00-06-00,BEDFORD AV,L,09/17/2019,162094,511330,09/16/2019,160664.0,507039.0,1430.0,4291.0
5381,H009,R235,00-06-00,BEDFORD AV,L,09/18/2019,163642,515685,09/17/2019,162094.0,511330.0,1548.0,4355.0
5382,H009,R235,00-06-00,BEDFORD AV,L,09/19/2019,165179,520247,09/18/2019,163642.0,515685.0,1537.0,4562.0
5383,H009,R235,00-06-00,BEDFORD AV,L,09/20/2019,166678,524799,09/19/2019,165179.0,520247.0,1499.0,4552.0
5385,H009,R235,00-06-01,BEDFORD AV,L,09/15/2019,262617,352200,09/14/2019,262617.0,352200.0,0.0,0.0
5386,H009,R235,00-06-01,BEDFORD AV,L,09/16/2019,262617,352200,09/15/2019,262617.0,352200.0,0.0,0.0
5387,H009,R235,00-06-01,BEDFORD AV,L,09/17/2019,264993,355096,09/16/2019,262617.0,352200.0,2376.0,2896.0
5388,H009,R235,00-06-01,BEDFORD AV,L,09/18/2019,267409,358382,09/17/2019,264993.0,355096.0,2416.0,3286.0
5389,H009,R235,00-06-01,BEDFORD AV,L,09/19/2019,269868,361596,09/18/2019,267409.0,358382.0,2459.0,3214.0
5390,H009,R235,00-06-01,BEDFORD AV,L,09/20/2019,272292,364833,09/19/2019,269868.0,361596.0,2424.0,3237.0
5392,H009,R235,00-06-02,BEDFORD AV,L,09/15/2019,286082,225405,09/14/2019,286082.0,225405.0,0.0,0.0
5393,H009,R235,00-06-02,BEDFORD AV,L,09/16/2019,286082,225405,09/15/2019,286082.0,225405.0,0.0,0.0
5394,H009,R235,00-06-02,BEDFORD AV,L,09/17/2019,288565,227516,09/16/2019,286082.0,225405.0,2483.0,2111.0
5395,H009,R235,00-06-02,BEDFORD AV,L,09/18/2019,291061,229853,09/17/2019,288565.0,227516.0,2496.0,2337.0
5396,H009,R235,00-06-02,BEDFORD AV,L,09/19/2019,293587,232319,09/18/2019,291061.0,229853.0,2526.0,2466.0
5397,H009,R235,00-06-02,BEDFORD AV,L,09/20/2019,296240,234796,09/19/2019,293587.0,232319.0,2653.0,2477.0
5399,H009,R235,00-06-03,BEDFORD AV,L,09/15/2019,182503,91383,09/14/2019,182503.0,91383.0,0.0,0.0
5400,H009,R235,00-06-03,BEDFORD AV,L,09/16/2019,182503,91383,09/15/2019,182503.0,91383.0,0.0,0.0
5401,H009,R235,00-06-03,BEDFORD AV,L,09/17/2019,183690,92513,09/16/2019,182503.0,91383.0,1187.0,1130.0
5402,H009,R235,00-06-03,BEDFORD AV,L,09/18/2019,185320,93783,09/17/2019,183690.0,92513.0,1630.0,1270.0
5403,H009,R235,00-06-03,BEDFORD AV,L,09/19/2019,186931,95253,09/18/2019,185320.0,93783.0,1611.0,1470.0
5404,H009,R235,00-06-03,BEDFORD AV,L,09/20/2019,188679,96697,09/19/2019,186931.0,95253.0,1748.0,1444.0
5406,H012,R268,01-00-00,LORIMER ST,LG,09/15/2019,1274109,370536,09/14/2019,1274078.0,370531.0,31.0,5.0
5407,H012,R268,01-00-00,LORIMER ST,LG,09/16/2019,1274110,370537,09/15/2019,1274109.0,370536.0,1.0,1.0
5408,H012,R268,01-00-00,LORIMER ST,LG,09/17/2019,1276171,371093,09/16/2019,1274110.0,370537.0,2061.0,556.0
5409,H012,R268,01-00-00,LORIMER ST,LG,09/18/2019,1278107,371713,09/17/2019,1276171.0,371093.0,1936.0,620.0
5410,H012,R268,01-00-00,LORIMER ST,LG,09/19/2019,1280126,372266,09/18/2019,1278107.0,371713.0,2019.0,553.0
5411,H012,R268,01-00-00,LORIMER ST,LG,09/20/2019,1282226,372799,09/19/2019,1280126.0,372266.0,2100.0,533.0
5413,H012,R268,01-00-01,LORIMER ST,LG,09/15/2019,9061018,1191097,09/14/2019,9060998.0,1191091.0,20.0,6.0
5414,H012,R268,01-00-01,LORIMER ST,LG,09/16/2019,9061019,1191099,09/15/2019,9061018.0,1191097.0,1.0,2.0
5415,H012,R268,01-00-01,LORIMER ST,LG,09/17/2019,9062863,1191314,09/16/2019,9061019.0,1191099.0,1844.0,215.0
5416,H012,R268,01-00-01,LORIMER ST,LG,09/18/2019,9065132,1191564,09/17/2019,9062863.0,1191314.0,2269.0,250.0
5417,H012,R268,01-00-01,LORIMER ST,LG,09/19/2019,9067427,1191838,09/18/2019,9065132.0,1191564.0,2295.0,274.0
5418,H012,R268,01-00-01,LORIMER ST,LG,09/20/2019,9069731,1192091,09/19/2019,9067427.0,1191838.0,2304.0,253.0
5420,H012,R268,01-06-00,LORIMER ST,LG,09/15/2019,2100328,1387707,09/14/2019,2100324.0,1387705.0,4.0,2.0
5421,H012,R268,01-06-00,LORIMER ST,LG,09/16/2019,2100328,1387707,09/15/2019,2100328.0,1387707.0,0.0,0.0
5422,H012,R268,01-06-00,LORIMER ST,LG,09/17/2019,2101034,1388039,09/16/2019,2100328.0,1387707.0,706.0,332.0
5423,H012,R268,01-06-00,LORIMER ST,LG,09/18/2019,2101754,1388446,09/17/2019,2101034.0,1388039.0,720.0,407.0
5424,H012,R268,01-06-00,LORIMER ST,LG,09/19/2019,2102496,1388832,09/18/2019,2101754.0,1388446.0,742.0,386.0
5425,H012,R268,01-06-00,LORIMER ST,LG,09/20/2019,2103264,1389211,09/19/2019,2102496.0,1388832.0,768.0,379.0
5427,H012,R268,01-06-01,LORIMER ST,LG,09/15/2019,3149032,1766237,09/14/2019,3149030.0,1766237.0,2.0,0.0
5428,H012,R268,01-06-01,LORIMER ST,LG,09/16/2019,3149032,1766237,09/15/2019,3149032.0,1766237.0,0.0,0.0
5429,H012,R268,01-06-01,LORIMER ST,LG,09/17/2019,3149434,1766299,09/16/2019,3149032.0,1766237.0,402.0,62.0
5430,H012,R268,01-06-01,LORIMER ST,LG,09/18/2019,3149877,1766377,09/17/2019,3149434.0,1766299.0,443.0,78.0
5431,H012,R268,01-06-01,LORIMER ST,LG,09/19/2019,3150328,1766471,09/18/2019,3149877.0,1766377.0,451.0,94.0
5432,H012,R268,01-06-01,LORIMER ST,LG,09/20/2019,3150821,1766554,09/19/2019,3150328.0,1766471.0,493.0,83.0
5434,H012,R268,01-06-02,LORIMER ST,LG,09/15/2019,1473671,793629,09/14/2019,1473671.0,793628.0,0.0,1.0
5435,H012,R268,01-06-02,LORIMER ST,LG,09/16/2019,1473671,793629,09/15/2019,1473671.0,793629.0,0.0,0.0
5436,H012,R268,01-06-02,LORIMER ST,LG,09/17/2019,1473797,793679,09/16/2019,1473671.0,793629.0,126.0,50.0
5437,H012,R268,01-06-02,LORIMER ST,LG,09/18/2019,1473902,793735,09/17/2019,1473797.0,793679.0,105.0,56.0
5438,H012,R268,01-06-02,LORIMER ST,LG,09/19/2019,1474007,793795,09/18/2019,1473902.0,793735.0,105.0,60.0
5439,H012,R268,01-06-02,LORIMER ST,LG,09/20/2019,1474137,793837,09/19/2019,1474007.0,793795.0,130.0,42.0
5441,H013,R249,01-00-00,GRAHAM AV,L,09/15/2019,7082096,1204740,09/14/2019,7082096.0,1204740.0,0.0,0.0
5442,H013,R249,01-00-00,GRAHAM AV,L,09/16/2019,7082096,1204741,09/15/2019,7082096.0,1204740.0,0.0,1.0
5443,H013,R249,01-00-00,GRAHAM AV,L,09/17/2019,7084912,1205175,09/16/2019,7082096.0,1204741.0,2816.0,434.0
5444,H013,R249,01-00-00,GRAHAM AV,L,09/18/2019,7087973,1205626,09/17/2019,7084912.0,1205175.0,3061.0,451.0
5445,H013,R249,01-00-00,GRAHAM AV,L,09/19/2019,7091189,1206086,09/18/2019,7087973.0,1205626.0,3216.0,460.0
5446,H013,R249,01-00-00,GRAHAM AV,L,09/20/2019,7094446,1206557,09/19/2019,7091189.0,1206086.0,3257.0,471.0
5448,H013,R249,01-00-01,GRAHAM AV,L,09/15/2019,14050644,1617501,09/14/2019,14050644.0,1617501.0,0.0,0.0
5449,H013,R249,01-00-01,GRAHAM AV,L,09/16/2019,14050644,1617501,09/15/2019,14050644.0,1617501.0,0.0,0.0
5450,H013,R249,01-00-01,GRAHAM AV,L,09/17/2019,14052995,1617747,09/16/2019,14050644.0,1617501.0,2351.0,246.0
5451,H013,R249,01-00-01,GRAHAM AV,L,09/18/2019,14055437,1617966,09/17/2019,14052995.0,1617747.0,2442.0,219.0
5452,H013,R249,01-00-01,GRAHAM AV,L,09/19/2019,14057897,1618195,09/18/2019,14055437.0,1617966.0,2460.0,229.0
5453,H013,R249,01-00-01,GRAHAM AV,L,09/20/2019,14060388,1618446,09/19/2019,14057897.0,1618195.0,2491.0,251.0
5455,H013,R249,01-00-02,GRAHAM AV,L,09/15/2019,14661746,1310890,09/14/2019,14661746.0,1310890.0,0.0,0.0
5456,H013,R249,01-00-02,GRAHAM AV,L,09/16/2019,14661746,1310890,09/15/2019,14661746.0,1310890.0,0.0,0.0
5457,H013,R249,01-00-02,GRAHAM AV,L,09/17/2019,14664619,1311104,09/16/2019,14661746.0,1310890.0,2873.0,214.0
5458,H013,R249,01-00-02,GRAHAM AV,L,09/18/2019,14667488,1311344,09/17/2019,14664619.0,1311104.0,2869.0,240.0
5459,H013,R249,01-00-02,GRAHAM AV,L,09/19/2019,14670532,1311598,09/18/2019,14667488.0,1311344.0,3044.0,254.0
5460,H013,R249,01-00-02,GRAHAM AV,L,09/20/2019,14673619,1311825,09/19/2019,14670532.0,1311598.0,3087.0,227.0
5462,H014,R249,00-00-00,GRAHAM AV,L,09/15/2019,2088827,12407936,09/14/2019,2088827.0,12407934.0,0.0,2.0
5463,H014,R249,00-00-00,GRAHAM AV,L,09/16/2019,2088827,12407936,09/15/2019,2088827.0,12407936.0,0.0,0.0
5464,H014,R249,00-00-00,GRAHAM AV,L,09/17/2019,2089162,12409729,09/16/2019,2088827.0,12407936.0,335.0,1793.0
5465,H014,R249,00-00-00,GRAHAM AV,L,09/18/2019,2089526,12411663,09/17/2019,2089162.0,12409729.0,364.0,1934.0
5466,H014,R249,00-00-00,GRAHAM AV,L,09/19/2019,2089905,12413714,09/18/2019,2089526.0,12411663.0,379.0,2051.0
5467,H014,R249,00-00-00,GRAHAM AV,L,09/20/2019,2090320,12415693,09/19/2019,2089905.0,12413714.0,415.0,1979.0
5469,H014,R249,00-00-01,GRAHAM AV,L,09/15/2019,328811,1112563,09/14/2019,328811.0,1112561.0,0.0,2.0
5470,H014,R249,00-00-01,GRAHAM AV,L,09/16/2019,328811,1112563,09/15/2019,328811.0,1112563.0,0.0,0.0
5471,H014,R249,00-00-01,GRAHAM AV,L,09/17/2019,329112,1113659,09/16/2019,328811.0,1112563.0,301.0,1096.0
5472,H014,R249,00-00-01,GRAHAM AV,L,09/18/2019,329456,1114738,09/17/2019,329112.0,1113659.0,344.0,1079.0
5473,H014,R249,00-00-01,GRAHAM AV,L,09/19/2019,329792,1115861,09/18/2019,329456.0,1114738.0,336.0,1123.0
5474,H014,R249,00-00-01,GRAHAM AV,L,09/20/2019,330103,1117052,09/19/2019,329792.0,1115861.0,311.0,1191.0
5476,H014,R249,00-00-02,GRAHAM AV,L,09/15/2019,1507938,5215471,09/14/2019,1507938.0,5215470.0,0.0,1.0
5477,H014,R249,00-00-02,GRAHAM AV,L,09/16/2019,1507938,5215471,09/15/2019,1507938.0,5215471.0,0.0,0.0
5478,H014,R249,00-00-02,GRAHAM AV,L,09/17/2019,1508562,5217498,09/16/2019,1507938.0,5215471.0,624.0,2027.0
5479,H014,R249,00-00-02,GRAHAM AV,L,09/18/2019,1509200,5219710,09/17/2019,1508562.0,5217498.0,638.0,2212.0
5480,H014,R249,00-00-02,GRAHAM AV,L,09/19/2019,1509868,5221876,09/18/2019,1509200.0,5219710.0,668.0,2166.0
5481,H014,R249,00-00-02,GRAHAM AV,L,09/20/2019,1510510,5224049,09/19/2019,1509868.0,5221876.0,642.0,2173.0
5483,H015,R250,01-00-00,GRAND ST,L,09/15/2019,7400271,4071975,09/14/2019,7400271.0,4071975.0,0.0,0.0
5484,H015,R250,01-00-00,GRAND ST,L,09/16/2019,7400271,4071976,09/15/2019,7400271.0,4071975.0,0.0,1.0
5485,H015,R250,01-00-00,GRAND ST,L,09/17/2019,7401634,4072584,09/16/2019,7400271.0,4071976.0,1363.0,608.0
5486,H015,R250,01-00-00,GRAND ST,L,09/18/2019,7403097,4073256,09/17/2019,7401634.0,4072584.0,1463.0,672.0
5487,H015,R250,01-00-00,GRAND ST,L,09/19/2019,7404576,4073872,09/18/2019,7403097.0,4073256.0,1479.0,616.0
5488,H015,R250,01-00-00,GRAND ST,L,09/20/2019,7406060,4074489,09/19/2019,7404576.0,4073872.0,1484.0,617.0
5490,H015,R250,01-00-01,GRAND ST,L,09/15/2019,248182,56552,09/14/2019,248182.0,56552.0,0.0,0.0
5491,H015,R250,01-00-01,GRAND ST,L,09/16/2019,248182,56552,09/15/2019,248182.0,56552.0,0.0,0.0
5492,H015,R250,01-00-01,GRAND ST,L,09/17/2019,249718,56955,09/16/2019,248182.0,56552.0,1536.0,403.0
5493,H015,R250,01-00-01,GRAND ST,L,09/18/2019,251237,57302,09/17/2019,249718.0,56955.0,1519.0,347.0
5494,H015,R250,01-00-01,GRAND ST,L,09/19/2019,252806,57685,09/18/2019,251237.0,57302.0,1569.0,383.0
5495,H015,R250,01-00-01,GRAND ST,L,09/20/2019,254305,58063,09/19/2019,252806.0,57685.0,1499.0,378.0
5497,H015,R250,01-00-02,GRAND ST,L,09/15/2019,8566991,2489077,09/14/2019,8566991.0,2489077.0,0.0,0.0
5498,H015,R250,01-00-02,GRAND ST,L,09/16/2019,8566991,2489077,09/15/2019,8566991.0,2489077.0,0.0,0.0
5499,H015,R250,01-00-02,GRAND ST,L,09/17/2019,8569334,2489704,09/16/2019,8566991.0,2489077.0,2343.0,627.0
5500,H015,R250,01-00-02,GRAND ST,L,09/18/2019,8571834,2490360,09/17/2019,8569334.0,2489704.0,2500.0,656.0
5501,H015,R250,01-00-02,GRAND ST,L,09/19/2019,8574297,2491026,09/18/2019,8571834.0,2490360.0,2463.0,666.0
5502,H015,R250,01-00-02,GRAND ST,L,09/20/2019,8576840,2491725,09/19/2019,8574297.0,2491026.0,2543.0,699.0
5504,H016,R250,00-00-00,GRAND ST,L,09/15/2019,1329297,4036022,09/14/2019,1329297.0,4036022.0,0.0,0.0
5505,H016,R250,00-00-00,GRAND ST,L,09/16/2019,1329297,4036022,09/15/2019,1329297.0,4036022.0,0.0,0.0
5506,H016,R250,00-00-00,GRAND ST,L,09/17/2019,1329963,4037888,09/16/2019,1329297.0,4036022.0,666.0,1866.0
5507,H016,R250,00-00-00,GRAND ST,L,09/18/2019,1330571,4039919,09/17/2019,1329963.0,4037888.0,608.0,2031.0
5508,H016,R250,00-00-00,GRAND ST,L,09/19/2019,1331227,4041816,09/18/2019,1330571.0,4039919.0,656.0,1897.0
5509,H016,R250,00-00-00,GRAND ST,L,09/20/2019,1331869,4043663,09/19/2019,1331227.0,4041816.0,642.0,1847.0
5511,H016,R250,00-00-01,GRAND ST,L,09/15/2019,1009195,2298541,09/14/2019,1009195.0,2298541.0,0.0,0.0
5512,H016,R250,00-00-01,GRAND ST,L,09/16/2019,1009195,2298541,09/15/2019,1009195.0,2298541.0,0.0,0.0
5513,H016,R250,00-00-01,GRAND ST,L,09/17/2019,1009805,2299777,09/16/2019,1009195.0,2298541.0,610.0,1236.0
5514,H016,R250,00-00-01,GRAND ST,L,09/18/2019,1010281,2300922,09/17/2019,1009805.0,2299777.0,476.0,1145.0
5515,H016,R250,00-00-01,GRAND ST,L,09/19/2019,1010764,2302114,09/18/2019,1010281.0,2300922.0,483.0,1192.0
5516,H016,R250,00-00-01,GRAND ST,L,09/20/2019,1011225,2303354,09/19/2019,1010764.0,2302114.0,461.0,1240.0
5518,H016,R250,00-00-02,GRAND ST,L,09/15/2019,1166025,4019866,09/14/2019,1166025.0,4019866.0,0.0,0.0
5519,H016,R250,00-00-02,GRAND ST,L,09/16/2019,1166025,4019866,09/15/2019,1166025.0,4019866.0,0.0,0.0
5520,H016,R250,00-00-02,GRAND ST,L,09/17/2019,1166408,4021572,09/16/2019,1166025.0,4019866.0,383.0,1706.0
5521,H016,R250,00-00-02,GRAND ST,L,09/18/2019,1166909,4023551,09/17/2019,1166408.0,4021572.0,501.0,1979.0
5522,H016,R250,00-00-02,GRAND ST,L,09/19/2019,1167408,4025432,09/18/2019,1166909.0,4023551.0,499.0,1881.0
5523,H016,R250,00-00-02,GRAND ST,L,09/20/2019,1167920,4027335,09/19/2019,1167408.0,4025432.0,512.0,1903.0
5525,H017,R265,00-00-00,MONTROSE AV,L,09/15/2019,7309991,8351882,09/14/2019,7309985.0,8351882.0,6.0,0.0
5526,H017,R265,00-00-00,MONTROSE AV,L,09/16/2019,7309997,8351883,09/15/2019,7309991.0,8351882.0,6.0,1.0
5527,H017,R265,00-00-00,MONTROSE AV,L,09/17/2019,7312130,8353925,09/16/2019,7309997.0,8351883.0,2133.0,2042.0
5528,H017,R265,00-00-00,MONTROSE AV,L,09/18/2019,7314431,8356157,09/17/2019,7312130.0,8353925.0,2301.0,2232.0
5529,H017,R265,00-00-00,MONTROSE AV,L,09/19/2019,7316903,8358233,09/18/2019,7314431.0,8356157.0,2472.0,2076.0
5530,H017,R265,00-00-00,MONTROSE AV,L,09/20/2019,7319315,8360407,09/19/2019,7316903.0,8358233.0,2412.0,2174.0
5532,H017,R265,00-00-01,MONTROSE AV,L,09/15/2019,3116022,1564413,09/14/2019,3116022.0,1564413.0,0.0,0.0
5533,H017,R265,00-00-01,MONTROSE AV,L,09/16/2019,3116022,1564413,09/15/2019,3116022.0,1564413.0,0.0,0.0
5534,H017,R265,00-00-01,MONTROSE AV,L,09/17/2019,3117794,1565192,09/16/2019,3116022.0,1564413.0,1772.0,779.0
5535,H017,R265,00-00-01,MONTROSE AV,L,09/18/2019,3119801,1566062,09/17/2019,3117794.0,1565192.0,2007.0,870.0
5536,H017,R265,00-00-01,MONTROSE AV,L,09/19/2019,3121757,1566912,09/18/2019,3119801.0,1566062.0,1956.0,850.0
5537,H017,R265,00-00-01,MONTROSE AV,L,09/20/2019,3123686,1567831,09/19/2019,3121757.0,1566912.0,1929.0,919.0
5539,H017,R265,00-00-02,MONTROSE AV,L,09/15/2019,137865709,1023751,09/14/2019,137865709.0,1023751.0,0.0,0.0
5540,H017,R265,00-00-02,MONTROSE AV,L,09/16/2019,137865709,1023754,09/15/2019,137865709.0,1023751.0,0.0,3.0
5541,H017,R265,00-00-02,MONTROSE AV,L,09/17/2019,137868271,1024395,09/16/2019,137865709.0,1023754.0,2562.0,641.0
5542,H017,R265,00-00-02,MONTROSE AV,L,09/18/2019,137870994,1025116,09/17/2019,137868271.0,1024395.0,2723.0,721.0
5543,H017,R265,00-00-02,MONTROSE AV,L,09/19/2019,137873720,1025787,09/18/2019,137870994.0,1025116.0,2726.0,671.0
5544,H017,R265,00-00-02,MONTROSE AV,L,09/20/2019,137876494,1026476,09/19/2019,137873720.0,1025787.0,2774.0,689.0
5546,H019,R294,00-00-00,MORGAN AV,L,09/15/2019,508791,432257,09/14/2019,508791.0,432257.0,0.0,0.0
5547,H019,R294,00-00-00,MORGAN AV,L,09/16/2019,508791,432258,09/15/2019,508791.0,432257.0,0.0,1.0
5548,H019,R294,00-00-00,MORGAN AV,L,09/17/2019,510340,433655,09/16/2019,508791.0,432258.0,1549.0,1397.0
5549,H019,R294,00-00-00,MORGAN AV,L,09/18/2019,512016,435195,09/17/2019,510340.0,433655.0,1676.0,1540.0
5550,H019,R294,00-00-00,MORGAN AV,L,09/19/2019,513757,436742,09/18/2019,512016.0,435195.0,1741.0,1547.0
5551,H019,R294,00-00-00,MORGAN AV,L,09/20/2019,515482,438212,09/19/2019,513757.0,436742.0,1725.0,1470.0
5553,H019,R294,00-00-01,MORGAN AV,L,09/15/2019,31193,12431,09/14/2019,31193.0,12431.0,0.0,0.0
5554,H019,R294,00-00-01,MORGAN AV,L,09/16/2019,31193,12431,09/15/2019,31193.0,12431.0,0.0,0.0
5555,H019,R294,00-00-01,MORGAN AV,L,09/17/2019,32074,12723,09/16/2019,31193.0,12431.0,881.0,292.0
5556,H019,R294,00-00-01,MORGAN AV,L,09/18/2019,33039,13075,09/17/2019,32074.0,12723.0,965.0,352.0
5557,H019,R294,00-00-01,MORGAN AV,L,09/19/2019,34052,13403,09/18/2019,33039.0,13075.0,1013.0,328.0
5558,H019,R294,00-00-01,MORGAN AV,L,09/20/2019,34990,13763,09/19/2019,34052.0,13403.0,938.0,360.0
5560,H019,R294,00-00-02,MORGAN AV,L,09/15/2019,2640462,712012,09/14/2019,2640462.0,712012.0,0.0,0.0
5561,H019,R294,00-00-02,MORGAN AV,L,09/16/2019,2640463,712012,09/15/2019,2640462.0,712012.0,1.0,0.0
5562,H019,R294,00-00-02,MORGAN AV,L,09/17/2019,2641389,712262,09/16/2019,2640463.0,712012.0,926.0,250.0
5563,H019,R294,00-00-02,MORGAN AV,L,09/18/2019,2642402,712543,09/17/2019,2641389.0,712262.0,1013.0,281.0
5564,H019,R294,00-00-02,MORGAN AV,L,09/19/2019,2643440,712845,09/18/2019,2642402.0,712543.0,1038.0,302.0
5565,H019,R294,00-00-02,MORGAN AV,L,09/20/2019,2644445,713124,09/19/2019,2643440.0,712845.0,1005.0,279.0
5567,H019,R294,00-06-00,MORGAN AV,L,09/15/2019,2050607,1113156,09/14/2019,2050607.0,1113155.0,0.0,1.0
5568,H019,R294,00-06-00,MORGAN AV,L,09/16/2019,2050607,1113156,09/15/2019,2050607.0,1113156.0,0.0,0.0
5569,H019,R294,00-06-00,MORGAN AV,L,09/17/2019,2051733,1114049,09/16/2019,2050607.0,1113156.0,1126.0,893.0
5570,H019,R294,00-06-00,MORGAN AV,L,09/18/2019,2053246,1115071,09/17/2019,2051733.0,1114049.0,1513.0,1022.0
5571,H019,R294,00-06-00,MORGAN AV,L,09/19/2019,2054699,1116113,09/18/2019,2053246.0,1115071.0,1453.0,1042.0
5572,H019,R294,00-06-00,MORGAN AV,L,09/20/2019,2056159,1117058,09/19/2019,2054699.0,1116113.0,1460.0,945.0
5574,H019,R294,00-06-01,MORGAN AV,L,09/15/2019,1664386,748802,09/14/2019,1664386.0,748802.0,0.0,0.0
5575,H019,R294,00-06-01,MORGAN AV,L,09/16/2019,1664386,748802,09/15/2019,1664386.0,748802.0,0.0,0.0
5576,H019,R294,00-06-01,MORGAN AV,L,09/17/2019,1665623,749312,09/16/2019,1664386.0,748802.0,1237.0,510.0
5577,H019,R294,00-06-01,MORGAN AV,L,09/18/2019,1666783,749816,09/17/2019,1665623.0,749312.0,1160.0,504.0
5578,H019,R294,00-06-01,MORGAN AV,L,09/19/2019,1668059,750364,09/18/2019,1666783.0,749816.0,1276.0,548.0
5579,H019,R294,00-06-01,MORGAN AV,L,09/20/2019,1669382,750890,09/19/2019,1668059.0,750364.0,1323.0,526.0
5581,H019,R294,00-06-02,MORGAN AV,L,09/15/2019,117137,47940,09/14/2019,117137.0,47940.0,0.0,0.0
5582,H019,R294,00-06-02,MORGAN AV,L,09/16/2019,117137,47940,09/15/2019,117137.0,47940.0,0.0,0.0
5583,H019,R294,00-06-02,MORGAN AV,L,09/17/2019,117929,48295,09/16/2019,117137.0,47940.0,792.0,355.0
5584,H019,R294,00-06-02,MORGAN AV,L,09/18/2019,118765,48662,09/17/2019,117929.0,48295.0,836.0,367.0
5585,H019,R294,00-06-02,MORGAN AV,L,09/19/2019,119606,49050,09/18/2019,118765.0,48662.0,841.0,388.0
5586,H019,R294,00-06-02,MORGAN AV,L,09/20/2019,120460,49420,09/19/2019,119606.0,49050.0,854.0,370.0
5588,H022,R279,00-00-00,JEFFERSON ST,L,09/15/2019,7584952,5468295,09/14/2019,7584952.0,5468295.0,0.0,0.0
5589,H022,R279,00-00-00,JEFFERSON ST,L,09/16/2019,7584952,5468295,09/15/2019,7584952.0,5468295.0,0.0,0.0
5590,H022,R279,00-00-00,JEFFERSON ST,L,09/17/2019,7586853,5469062,09/16/2019,7584952.0,5468295.0,1901.0,767.0
5591,H022,R279,00-00-00,JEFFERSON ST,L,09/18/2019,7588977,5469880,09/17/2019,7586853.0,5469062.0,2124.0,818.0
5592,H022,R279,00-00-00,JEFFERSON ST,L,09/19/2019,7591134,5470741,09/18/2019,7588977.0,5469880.0,2157.0,861.0
5593,H022,R279,00-00-00,JEFFERSON ST,L,09/20/2019,7593239,5471593,09/19/2019,7591134.0,5470741.0,2105.0,852.0
5595,H022,R279,00-00-01,JEFFERSON ST,L,09/15/2019,2750753,909505,09/14/2019,2750753.0,909505.0,0.0,0.0
5596,H022,R279,00-00-01,JEFFERSON ST,L,09/16/2019,2750753,909505,09/15/2019,2750753.0,909505.0,0.0,0.0
5597,H022,R279,00-00-01,JEFFERSON ST,L,09/17/2019,2751784,909857,09/16/2019,2750753.0,909505.0,1031.0,352.0
5598,H022,R279,00-00-01,JEFFERSON ST,L,09/18/2019,2752893,910269,09/17/2019,2751784.0,909857.0,1109.0,412.0
5599,H022,R279,00-00-01,JEFFERSON ST,L,09/19/2019,2754227,910688,09/18/2019,2752893.0,910269.0,1334.0,419.0
5600,H022,R279,00-00-01,JEFFERSON ST,L,09/20/2019,2755381,911096,09/19/2019,2754227.0,910688.0,1154.0,408.0
5602,H022,R279,00-00-02,JEFFERSON ST,L,09/15/2019,7794386,2204018,09/14/2019,7794386.0,2204018.0,0.0,0.0
5603,H022,R279,00-00-02,JEFFERSON ST,L,09/16/2019,7794386,2204018,09/15/2019,7794386.0,2204018.0,0.0,0.0
5604,H022,R279,00-00-02,JEFFERSON ST,L,09/17/2019,7796013,2204408,09/16/2019,7794386.0,2204018.0,1627.0,390.0
5605,H022,R279,00-00-02,JEFFERSON ST,L,09/18/2019,7797721,2204844,09/17/2019,7796013.0,2204408.0,1708.0,436.0
5606,H022,R279,00-00-02,JEFFERSON ST,L,09/19/2019,7799621,2205286,09/18/2019,7797721.0,2204844.0,1900.0,442.0
5607,H022,R279,00-00-02,JEFFERSON ST,L,09/20/2019,7801392,2205719,09/19/2019,7799621.0,2205286.0,1771.0,433.0
5609,H022,R279,00-06-00,JEFFERSON ST,L,09/15/2019,475621,4373,09/14/2019,475621.0,4370.0,0.0,3.0
5610,H022,R279,00-06-00,JEFFERSON ST,L,09/16/2019,475621,4374,09/15/2019,475621.0,4373.0,0.0,1.0
5611,H022,R279,00-06-00,JEFFERSON ST,L,09/17/2019,476118,4459,09/16/2019,475621.0,4374.0,497.0,85.0
