,C/A,UNIT,SCP,STATION,LINENAME,DATE,ENTRIES,EXITS,PREV_DATE,PREV_ENTRIES,PREV_EXITS,DIFF_ENTRIES,DIFF_EXITS,stationline,Latitude,Longitude
139,A082,R028,05-05-00,FULTON ST,2345ACJZ,09/16/2019,33554902,16777216,09/15/2019,33554902.0,16777216.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
140,A082,R028,05-05-00,FULTON ST,2345ACJZ,09/17/2019,33554902,16777216,09/16/2019,33554902.0,16777216.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
141,A082,R028,05-05-00,FULTON ST,2345ACJZ,09/18/2019,33554902,16777216,09/17/2019,33554902.0,16777216.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
142,A082,R028,05-05-00,FULTON ST,2345ACJZ,09/19/2019,33554902,16777216,09/18/2019,33554902.0,16777216.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
143,A082,R028,05-05-00,FULTON ST,2345ACJZ,09/20/2019,33554902,16777216,09/19/2019,33554902.0,16777216.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
144,A082,R028,05-05-01,FULTON ST,2345ACJZ,09/15/2019,1,548,09/14/2019,1.0,548.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
145,A082,R028,05-05-01,FULTON ST,2345ACJZ,09/16/2019,1,548,09/15/2019,1.0,548.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
146,A082,R028,05-05-01,FULTON ST,2345ACJZ,09/17/2019,1,548,09/16/2019,1.0,548.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
147,A082,R028,05-05-01,FULTON ST,2345ACJZ,09/18/2019,1,548,09/17/2019,1.0,548.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
148,A082,R028,05-05-01,FULTON ST,2345ACJZ,09/19/2019,1,548,09/18/2019,1.0,548.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
149,A082,R028,05-05-01,FULTON ST,2345ACJZ,09/20/2019,1,548,09/19/2019,1.0,548.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
150,A082,R028,05-06-00,FULTON ST,2345ACJZ,09/15/2019,4167736,162319,09/14/2019,4167575.0,162291.0,161.0,28.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
151,A082,R028,05-06-00,FULTON ST,2345ACJZ,09/16/2019,4167898,162327,09/15/2019,4167736.0,162319.0,162.0,8.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
152,A082,R028,05-06-00,FULTON ST,2345ACJZ,09/17/2019,4168564,162364,09/16/2019,4167898.0,162327.0,666.0,37.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
153,A082,R028,05-06-00,FULTON ST,2345ACJZ,09/18/2019,4169187,162395,09/17/2019,4168564.0,162364.0,623.0,31.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
154,A082,R028,05-06-00,FULTON ST,2345ACJZ,09/19/2019,4169861,162423,09/18/2019,4169187.0,162395.0,674.0,28.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
155,A082,R028,05-06-00,FULTON ST,2345ACJZ,09/20/2019,4170528,162457,09/19/2019,4169861.0,162423.0,667.0,34.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
156,A082,R028,05-06-01,FULTON ST,2345ACJZ,09/15/2019,750171,273393,09/14/2019,749812.0,273358.0,359.0,35.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
157,A082,R028,05-06-01,FULTON ST,2345ACJZ,09/16/2019,750463,273423,09/15/2019,750171.0,273393.0,292.0,30.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
158,A082,R028,05-06-01,FULTON ST,2345ACJZ,09/17/2019,751526,273601,09/16/2019,750463.0,273423.0,1063.0,178.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
159,A082,R028,05-06-01,FULTON ST,2345ACJZ,09/18/2019,752525,273815,09/17/2019,751526.0,273601.0,999.0,214.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
160,A082,R028,05-06-01,FULTON ST,2345ACJZ,09/19/2019,753551,274039,09/18/2019,752525.0,273815.0,1026.0,224.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
161,A082,R028,05-06-01,FULTON ST,2345ACJZ,09/20/2019,754545,274187,09/19/2019,753551.0,274039.0,994.0,148.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
162,N095,R014,00-03-00,FULTON ST,2345ACJZ,09/15/2019,3957111,2292417,09/14/2019,3955840.0,2291270.0,1271.0,1147.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
163,N095,R014,00-03-00,FULTON ST,2345ACJZ,09/16/2019,3958062,2293435,09/15/2019,3957111.0,2292417.0,951.0,1018.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
164,N095,R014,00-03-00,FULTON ST,2345ACJZ,09/17/2019,3960762,2294937,09/16/2019,3958062.0,2293435.0,2700.0,1502.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
165,N095,R014,00-03-00,FULTON ST,2345ACJZ,09/18/2019,3963595,2296535,09/17/2019,3960762.0,2294937.0,2833.0,1598.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
166,N095,R014,00-03-00,FULTON ST,2345ACJZ,09/19/2019,3966535,2298137,09/18/2019,3963595.0,2296535.0,2940.0,1602.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
167,N095,R014,00-03-00,FULTON ST,2345ACJZ,09/20/2019,3969416,2299923,09/19/2019,3966535.0,2298137.0,2881.0,1786.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
168,N095,R014,00-03-01,FULTON ST,2345ACJZ,09/15/2019,7089551,6402114,09/14/2019,7088234.0,6401577.0,1317.0,537.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
169,N095,R014,00-03-01,FULTON ST,2345ACJZ,09/16/2019,7090604,6402557,09/15/2019,7089551.0,6402114.0,1053.0,443.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
170,N095,R014,00-03-01,FULTON ST,2345ACJZ,09/17/2019,7093600,6403265,09/16/2019,7090604.0,6402557.0,2996.0,708.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
171,N095,R014,00-03-01,FULTON ST,2345ACJZ,09/18/2019,7096870,6403983,09/17/2019,7093600.0,6403265.0,3270.0,718.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
172,N095,R014,00-03-01,FULTON ST,2345ACJZ,09/19/2019,7100128,6404657,09/18/2019,7096870.0,6403983.0,3258.0,674.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
173,N095,R014,00-03-01,FULTON ST,2345ACJZ,09/20/2019,7103433,6405428,09/19/2019,7100128.0,6404657.0,3305.0,771.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
174,N095,R014,00-03-02,FULTON ST,2345ACJZ,09/15/2019,5772589,1017525,09/14/2019,5771221.0,1017259.0,1368.0,266.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
175,N095,R014,00-03-02,FULTON ST,2345ACJZ,09/16/2019,5773657,1017760,09/15/2019,5772589.0,1017525.0,1068.0,235.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
176,N095,R014,00-03-02,FULTON ST,2345ACJZ,09/17/2019,5776660,1018168,09/16/2019,5773657.0,1017760.0,3003.0,408.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
177,N095,R014,00-03-02,FULTON ST,2345ACJZ,09/18/2019,5779888,1018554,09/17/2019,5776660.0,1018168.0,3228.0,386.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
178,N095,R014,00-03-02,FULTON ST,2345ACJZ,09/19/2019,5783213,1018926,09/18/2019,5779888.0,1018554.0,3325.0,372.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
179,N095,R014,00-03-02,FULTON ST,2345ACJZ,09/20/2019,5786615,1019358,09/19/2019,5783213.0,1018926.0,3402.0,432.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
180,N095,R014,00-03-03,FULTON ST,2345ACJZ,09/15/2019,5140740,521980,09/14/2019,5139417.0,521824.0,1323.0,156.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
181,N095,R014,00-03-03,FULTON ST,2345ACJZ,09/16/2019,5141814,522116,09/15/2019,5140740.0,521980.0,1074.0,136.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
182,N095,R014,00-03-03,FULTON ST,2345ACJZ,09/17/2019,5144704,522406,09/16/2019,5141814.0,522116.0,2890.0,290.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
183,N095,R014,00-03-03,FULTON ST,2345ACJZ,09/18/2019,5147648,522739,09/17/2019,5144704.0,522406.0,2944.0,333.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
184,N095,R014,00-03-03,FULTON ST,2345ACJZ,09/19/2019,5150857,523057,09/18/2019,5147648.0,522739.0,3209.0,318.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
185,N095,R014,00-03-03,FULTON ST,2345ACJZ,09/20/2019,5154017,523343,09/19/2019,5150857.0,523057.0,3160.0,286.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
186,N095,R014,00-03-04,FULTON ST,2345ACJZ,09/15/2019,241790,33074,09/14/2019,240413.0,32902.0,1377.0,172.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
187,N095,R014,00-03-04,FULTON ST,2345ACJZ,09/16/2019,242817,33198,09/15/2019,241790.0,33074.0,1027.0,124.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
188,N095,R014,00-03-04,FULTON ST,2345ACJZ,09/17/2019,245982,33535,09/16/2019,242817.0,33198.0,3165.0,337.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
189,N095,R014,00-03-04,FULTON ST,2345ACJZ,09/18/2019,249274,33923,09/17/2019,245982.0,33535.0,3292.0,388.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
190,N095,R014,00-03-04,FULTON ST,2345ACJZ,09/19/2019,252594,34335,09/18/2019,249274.0,33923.0,3320.0,412.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
191,N095,R014,00-03-04,FULTON ST,2345ACJZ,09/20/2019,255919,34745,09/19/2019,252594.0,34335.0,3325.0,410.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
192,N095,R014,00-03-05,FULTON ST,2345ACJZ,09/15/2019,4642437,818631,09/14/2019,4641098.0,818426.0,1339.0,205.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
193,N095,R014,00-03-05,FULTON ST,2345ACJZ,09/16/2019,4643503,818785,09/15/2019,4642437.0,818631.0,1066.0,154.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
194,N095,R014,00-03-05,FULTON ST,2345ACJZ,09/17/2019,4646643,819438,09/16/2019,4643503.0,818785.0,3140.0,653.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
195,N095,R014,00-03-05,FULTON ST,2345ACJZ,09/18/2019,4649871,820113,09/17/2019,4646643.0,819438.0,3228.0,675.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
196,N095,R014,00-03-05,FULTON ST,2345ACJZ,09/19/2019,4653104,820797,09/18/2019,4649871.0,820113.0,3233.0,684.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
197,N095,R014,00-03-05,FULTON ST,2345ACJZ,09/20/2019,4656400,821480,09/19/2019,4653104.0,820797.0,3296.0,683.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
198,N095,R014,00-03-06,FULTON ST,2345ACJZ,09/15/2019,4119171,1291797,09/14/2019,4118035.0,1291485.0,1136.0,312.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
199,N095,R014,00-03-06,FULTON ST,2345ACJZ,09/16/2019,4120062,1292041,09/15/2019,4119171.0,1291797.0,891.0,244.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
200,N095,R014,00-03-06,FULTON ST,2345ACJZ,09/17/2019,4122852,1293124,09/16/2019,4120062.0,1292041.0,2790.0,1083.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
201,N095,R014,00-03-06,FULTON ST,2345ACJZ,09/18/2019,4125774,1294255,09/17/2019,4122852.0,1293124.0,2922.0,1131.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
202,N095,R014,00-03-06,FULTON ST,2345ACJZ,09/19/2019,4128816,1295447,09/18/2019,4125774.0,1294255.0,3042.0,1192.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
203,N095,R014,00-03-06,FULTON ST,2345ACJZ,09/20/2019,4131828,1296607,09/19/2019,4128816.0,1295447.0,3012.0,1160.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
204,N095,R014,00-03-07,FULTON ST,2345ACJZ,09/15/2019,1637113,1066006,09/14/2019,1636322.0,1065360.0,791.0,646.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
205,N095,R014,00-03-07,FULTON ST,2345ACJZ,09/16/2019,1637779,1066478,09/15/2019,1637113.0,1066006.0,666.0,472.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
206,N095,R014,00-03-07,FULTON ST,2345ACJZ,09/17/2019,1640160,1068309,09/16/2019,1637779.0,1066478.0,2381.0,1831.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
207,N095,R014,00-03-07,FULTON ST,2345ACJZ,09/18/2019,1642765,1070357,09/17/2019,1640160.0,1068309.0,2605.0,2048.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
208,N095,R014,00-03-07,FULTON ST,2345ACJZ,09/19/2019,1645155,1072405,09/18/2019,1642765.0,1070357.0,2390.0,2048.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
209,N095,R014,00-03-07,FULTON ST,2345ACJZ,09/20/2019,1647756,1074384,09/19/2019,1645155.0,1072405.0,2601.0,1979.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
210,N095,R014,00-03-08,FULTON ST,2345ACJZ,09/15/2019,994891,1961365,09/14/2019,994436.0,1960064.0,455.0,1301.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
211,N095,R014,00-03-08,FULTON ST,2345ACJZ,09/16/2019,995225,1962483,09/15/2019,994891.0,1961365.0,334.0,1118.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
212,N095,R014,00-03-08,FULTON ST,2345ACJZ,09/17/2019,996665,1965484,09/16/2019,995225.0,1962483.0,1440.0,3001.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
213,N095,R014,00-03-08,FULTON ST,2345ACJZ,09/18/2019,998544,1969055,09/17/2019,996665.0,1965484.0,1879.0,3571.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
214,N095,R014,00-03-08,FULTON ST,2345ACJZ,09/19/2019,999936,1972983,09/18/2019,998544.0,1969055.0,1392.0,3928.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
215,N095,R014,00-03-08,FULTON ST,2345ACJZ,09/20/2019,1001821,1976248,09/19/2019,999936.0,1972983.0,1885.0,3265.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
216,N095,R014,00-05-00,FULTON ST,2345ACJZ,09/15/2019,14594,0,09/14/2019,14594.0,0.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
217,N095,R014,00-05-00,FULTON ST,2345ACJZ,09/16/2019,14594,0,09/15/2019,14594.0,0.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
218,N095,R014,00-05-00,FULTON ST,2345ACJZ,09/17/2019,14596,0,09/16/2019,14594.0,0.0,2.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
219,N095,R014,00-05-00,FULTON ST,2345ACJZ,09/18/2019,14597,0,09/17/2019,14596.0,0.0,1.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
220,N095,R014,00-05-00,FULTON ST,2345ACJZ,09/19/2019,14599,0,09/18/2019,14597.0,0.0,2.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
221,N095,R014,00-05-00,FULTON ST,2345ACJZ,09/20/2019,14601,0,09/19/2019,14599.0,0.0,2.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
222,N095,R014,00-05-01,FULTON ST,2345ACJZ,09/15/2019,12,680,09/14/2019,12.0,680.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
223,N095,R014,00-05-01,FULTON ST,2345ACJZ,09/16/2019,12,680,09/15/2019,12.0,680.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
224,N095,R014,00-05-01,FULTON ST,2345ACJZ,09/17/2019,12,680,09/16/2019,12.0,680.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
225,N095,R014,00-05-01,FULTON ST,2345ACJZ,09/18/2019,12,680,09/17/2019,12.0,680.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
226,N095,R014,00-05-01,FULTON ST,2345ACJZ,09/19/2019,12,680,09/18/2019,12.0,680.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
227,N095,R014,00-05-01,FULTON ST,2345ACJZ,09/20/2019,12,680,09/19/2019,12.0,680.0,0.0,0.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
228,N095A,R014,01-00-00,FULTON ST,2345ACJZ,09/15/2019,1180895,490809,09/14/2019,1179964.0,490611.0,931.0,198.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
229,N095A,R014,01-00-00,FULTON ST,2345ACJZ,09/16/2019,1181673,490934,09/15/2019,1180895.0,490809.0,778.0,125.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
230,N095A,R014,01-00-00,FULTON ST,2345ACJZ,09/17/2019,1184244,491884,09/16/2019,1181673.0,490934.0,2571.0,950.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
231,N095A,R014,01-00-00,FULTON ST,2345ACJZ,09/18/2019,1186756,492872,09/17/2019,1184244.0,491884.0,2512.0,988.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
232,N095A,R014,01-00-00,FULTON ST,2345ACJZ,09/19/2019,1189354,493868,09/18/2019,1186756.0,492872.0,2598.0,996.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
233,N095A,R014,01-00-00,FULTON ST,2345ACJZ,09/20/2019,1191957,494912,09/19/2019,1189354.0,493868.0,2603.0,1044.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
234,N095A,R014,01-00-01,FULTON ST,2345ACJZ,09/15/2019,5215030,1003640,09/14/2019,5213968.0,1003549.0,1062.0,91.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
235,N095A,R014,01-00-01,FULTON ST,2345ACJZ,09/16/2019,5215931,1003728,09/15/2019,5215030.0,1003640.0,901.0,88.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
236,N095A,R014,01-00-01,FULTON ST,2345ACJZ,09/17/2019,5218588,1004398,09/16/2019,5215931.0,1003728.0,2657.0,670.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
237,N095A,R014,01-00-01,FULTON ST,2345ACJZ,09/18/2019,5221280,1005117,09/17/2019,5218588.0,1004398.0,2692.0,719.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
238,N095A,R014,01-00-01,FULTON ST,2345ACJZ,09/19/2019,5224021,1005772,09/18/2019,5221280.0,1005117.0,2741.0,655.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
239,N095A,R014,01-00-01,FULTON ST,2345ACJZ,09/20/2019,5226874,1006538,09/19/2019,5224021.0,1005772.0,2853.0,766.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
240,N095A,R014,01-00-02,FULTON ST,2345ACJZ,09/15/2019,8394620,2185869,09/14/2019,8393492.0,2185760.0,1128.0,109.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
241,N095A,R014,01-00-02,FULTON ST,2345ACJZ,09/16/2019,8395483,2185930,09/15/2019,8394620.0,2185869.0,863.0,61.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
242,N095A,R014,01-00-02,FULTON ST,2345ACJZ,09/17/2019,8398017,2186596,09/16/2019,8395483.0,2185930.0,2534.0,666.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
243,N095A,R014,01-00-02,FULTON ST,2345ACJZ,09/18/2019,8400730,2187244,09/17/2019,8398017.0,2186596.0,2713.0,648.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
244,N095A,R014,01-00-02,FULTON ST,2345ACJZ,09/19/2019,8403385,2187863,09/18/2019,8400730.0,2187244.0,2655.0,619.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
245,N095A,R014,01-00-02,FULTON ST,2345ACJZ,09/20/2019,8406087,2188505,09/19/2019,8403385.0,2187863.0,2702.0,642.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
246,N095A,R014,01-00-03,FULTON ST,2345ACJZ,09/15/2019,1748366,425614,09/14/2019,1747382.0,425477.0,984.0,137.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
247,N095A,R014,01-00-03,FULTON ST,2345ACJZ,09/16/2019,1749190,425709,09/15/2019,1748366.0,425614.0,824.0,95.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
248,N095A,R014,01-00-03,FULTON ST,2345ACJZ,09/17/2019,1751542,426449,09/16/2019,1749190.0,425709.0,2352.0,740.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
249,N095A,R014,01-00-03,FULTON ST,2345ACJZ,09/18/2019,1753962,427149,09/17/2019,1751542.0,426449.0,2420.0,700.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
250,N095A,R014,01-00-03,FULTON ST,2345ACJZ,09/19/2019,1756418,427851,09/18/2019,1753962.0,427149.0,2456.0,702.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
251,N095A,R014,01-00-03,FULTON ST,2345ACJZ,09/20/2019,1758898,428655,09/19/2019,1756418.0,427851.0,2480.0,804.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
252,N095A,R014,01-00-04,FULTON ST,2345ACJZ,09/15/2019,2264759,679950,09/14/2019,2263922.0,679807.0,837.0,143.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
253,N095A,R014,01-00-04,FULTON ST,2345ACJZ,09/16/2019,2265432,680100,09/15/2019,2264759.0,679950.0,673.0,150.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
254,N095A,R014,01-00-04,FULTON ST,2345ACJZ,09/17/2019,2267725,680978,09/16/2019,2265432.0,680100.0,2293.0,878.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
255,N095A,R014,01-00-04,FULTON ST,2345ACJZ,09/18/2019,2270074,681926,09/17/2019,2267725.0,680978.0,2349.0,948.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
256,N095A,R014,01-00-04,FULTON ST,2345ACJZ,09/19/2019,2272528,682808,09/18/2019,2270074.0,681926.0,2454.0,882.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
257,N095A,R014,01-00-04,FULTON ST,2345ACJZ,09/20/2019,2275004,683555,09/19/2019,2272528.0,682808.0,2476.0,747.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
258,N095A,R014,01-03-00,FULTON ST,2345ACJZ,09/15/2019,2055805,450398,09/14/2019,2055032.0,450266.0,773.0,132.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
259,N095A,R014,01-03-00,FULTON ST,2345ACJZ,09/16/2019,2056359,450514,09/15/2019,2055805.0,450398.0,554.0,116.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
260,N095A,R014,01-03-00,FULTON ST,2345ACJZ,09/17/2019,2059105,451134,09/16/2019,2056359.0,450514.0,2746.0,620.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
261,N095A,R014,01-03-00,FULTON ST,2345ACJZ,09/18/2019,2061943,451811,09/17/2019,2059105.0,451134.0,2838.0,677.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
262,N095A,R014,01-03-00,FULTON ST,2345ACJZ,09/19/2019,2064746,452443,09/18/2019,2061943.0,451811.0,2803.0,632.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
263,N095A,R014,01-03-00,FULTON ST,2345ACJZ,09/20/2019,2067716,453093,09/19/2019,2064746.0,452443.0,2970.0,650.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
264,N095A,R014,01-03-01,FULTON ST,2345ACJZ,09/15/2019,1761493,406175,09/14/2019,1760866.0,406037.0,627.0,138.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
265,N095A,R014,01-03-01,FULTON ST,2345ACJZ,09/16/2019,1761988,406284,09/15/2019,1761493.0,406175.0,495.0,109.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
266,N095A,R014,01-03-01,FULTON ST,2345ACJZ,09/17/2019,1764364,406774,09/16/2019,1761988.0,406284.0,2376.0,490.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
267,N095A,R014,01-03-01,FULTON ST,2345ACJZ,09/18/2019,1766797,407327,09/17/2019,1764364.0,406774.0,2433.0,553.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
268,N095A,R014,01-03-01,FULTON ST,2345ACJZ,09/19/2019,1769205,407895,09/18/2019,1766797.0,407327.0,2408.0,568.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
269,N095A,R014,01-03-01,FULTON ST,2345ACJZ,09/20/2019,1771642,408447,09/19/2019,1769205.0,407895.0,2437.0,552.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
270,N095A,R014,01-03-02,FULTON ST,2345ACJZ,09/15/2019,713571,230229,09/14/2019,712989.0,230050.0,582.0,179.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
271,N095A,R014,01-03-02,FULTON ST,2345ACJZ,09/16/2019,713972,230371,09/15/2019,713571.0,230229.0,401.0,142.0,FULTON ST 2345ACJZ station NYC,40.7098694,-74.00702540000002
